centro_titular|centro_nombre|distancia|centro_educativo_centrico
COMUNIDAD DE MADRID|VILLAREJO DE SALVANÉS|44379.41341508707|0
COMUNIDAD DE MADRID|VICENTE ALEIXANDRE|44444.40669528397|0
COMUNIDAD DE MADRID|ESTE-8, ORUSCO|44608.7364598566|0
COMUNIDAD DE MADRID|C.R.A. VEGA DE TAJUÑA|44635.37770582044|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA VICTORIA|45161.3326791064|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO|45583.88226219135|0
COMUNIDAD DE MADRID|VILLAREJO DE SALVANES|45610.76166064134|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE NAVAHONDA|45700.93898911246|0
COMUNIDAD DE MADRID|ESTE-1, VILLAREJO DE SALVANES|45702.57448567497|0
COMUNIDAD DE MADRID|SABINO FERNANDEZ CAMPO|45819.74709715512|0
COMUNIDAD DE MADRID|LA DEHESILLA|46004.48854362944|0
COMUNIDAD DE MADRID|SUR-3, NAVAS DEL REY|46094.25347000016|0
COMUNIDAD DE MADRID|DIVINO MAESTRO|46113.04530326492|0
COMUNIDAD DE MADRID|ISABEL LA CATOLICA|46194.259914803675|0
COMUNIDAD DE MADRID|OESTE-4, ROBLEDO DE CHAVELA|46216.42358542346|0
COMUNIDAD DE MADRID|VIA ROMANA|46551.62643377182|0
COMUNIDAD DE MADRID|CARDENAL CISNEROS|48007.844385846765|0
COMUNIDAD DE MADRID|ALTO JARAMA|48219.60157734276|0
COMUNIDAD DE MADRID|SIERRA NORTE|48246.48513563249|0
COMUNIDAD DE MADRID|C.R.A. LOS OLIVOS|49093.14947174322|0
COMUNIDAD DE MADRID|MONTELINDO|49762.737075624245|0
COMUNIDAD DE MADRID|NORTE-6, TORREMOCHA DE JARAMA|50097.13912848039|0
COMUNIDAD DE MADRID|DULCE CHACON|50868.76024295787|0
COMUNIDAD DE MADRID|DE LA CABRERA|51105.475785094124|0
COMUNIDAD DE MADRID|PICO DE LA MIEL|51734.59107354087|0
COMUNIDAD DE MADRID|C.R.A. EL JARAMA|52147.50708603844|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA POVEDA|52999.795891482456|0
COMUNIDAD DE MADRID|RIO ALBERCHE|53027.53511900084|0
COMUNIDAD DE MADRID|MAESTRO JUAN MARIA LEONET|53060.547662928926|0
COMUNIDAD DE MADRID|ENRIQUE DE MESA|56260.30239912616|0
COMUNIDAD DE MADRID|ALARILLA|56841.66298776517|0
COMUNIDAD DE MADRID|CARLOS RUIZ|56910.73604489459|0
COMUNIDAD DE MADRID|C.R.A. DE LOZOYUELA|57315.856665746265|0
COMUNIDAD DE MADRID|NORTE-7, LOZOYUELA|57585.96495892059|0
COMUNIDAD DE MADRID|SAN MARTIN DE VALDEIGLESIAS|58953.82622030107|0
COMUNIDAD DE MADRID|VIRGEN DE LA NUEVA|59033.9696491933|0
COMUNIDAD DE MADRID|SUR-4, SAN MARTIN DE VALDEIGLESIAS|59238.48939891511|0
COMUNIDAD DE MADRID|PEDRO DE TOLOSA|59499.45694363907|0
COMUNIDAD DE MADRID|C.R.A. DE LOZOYA|60233.597493167596|0
COMUNIDAD DE MADRID|EUGENIO MURO|64355.86035626216|0
COMUNIDAD DE MADRID|PEÑALTA|64547.120801961384|0
COMUNIDAD DE MADRID|BUITRAGO DE LOZOYA|64704.88839500531|0
COMUNIDAD DE MADRID|NORTE-3, BUITRAGO DE LOZOYA|65006.49004284797|0
COMUNIDAD DE MADRID|SUAREZ SOMONTE|66962.09989536977|0
COMUNIDAD DE MADRID|CARLOS RUIZ|67706.04834173528|0
COMUNIDAD JUDIA DE MADRID|CENTRO IBN GABIROL COLEGIO ESTRELLA TOLEDANO|0.0|1
CONCEPCIONISTAS MISIONERAS DE LA ENSEÑANZA|LA INMACULADA|3661.6944506607865|1
CONCEPCIONISTAS MISIONERAS DE LA ENSEÑANZA|MADRES CONCEPCIONISTAS|3661.6944506607865|1
CONGREGACION DE LA SAGRADA FAMILIA|LAS GAVIOTAS|0.0|1
CONGREGACION DE LAS HIJAS DE STA.MARIA DE LEUCA|SANTA MARIA DE LEUCA|0.0|1
CONGREGACION DE LOS HNOS.DE LA INSTRUCCION CRISTIANA|MENESIANO|0.0|1
CONGREGACION DE LOS LEGIONARIOS DE CRISTO|EVEREST|0.0|1
CONGREGACION DE LOS SAGRADOS CORAZONES|SAGRADOS CORAZONES|0.0|1
CONGREGACION DE RELIGIOSAS AGUSTINAS MISIONERAS|INMACULADA CONCEPCION|0.0|1
CONGREGACION DE RELIGIOSAS DEL AMOR DE DIOS|AMOR DE DIOS|0.0|1
CONGREGACION DE RELIGIOSAS HIJAS SGDA. FAMILIA DE NAZARET|NAZARET-OPORTO|0.0|1
CONGREGACION DE RELIGIOSAS SAGRADA FAMILIA DE URGEL|SAGRADA FAMILIA DE URGEL|0.0|1
CONGREGACION DE RELIGIOSAS SAGRADOS CORAZONES|PARAISO SAGRADOS CORAZONES|0.0|1
CONGREGACION DE RELIGIOSOS DE SAN VIATOR|SAN VIATOR|0.0|1
CONGREGACION DE RELIGIOSOS PADRES SALESIANOS|SAN JUAN BAUTISTA|0.0|1
CONGREGACION DEL ORATORIO DE SAN FELIPE NERI|SAN FELIPE NERI|0.0|1
CONGREGACION DEL VERBO ENCARNADO|VERBO ENCARNADO|0.0|1
CONGREGACION HIJAS DE CRISTO REY|CRISTO REY|0.0|1
CONGREGACION PADRES CARMELITAS|SANTA MARIA DEL CARMEN|0.0|1
CONGREGACION RR. HIJOS DE LA SAGRADA FAMILIA|PADRE MANYANET|0.0|1
CONGREGACION RR. JERONIMAS DE LA ADORACION|CORPUS CHRISTI|0.0|1
CONGREGACION SAGRADOS CORAZONES|COLEGIO VIRGEN DE MIRASIERRA|6462.790264274402|1
CONGREGACION SAGRADOS CORAZONES|ENRIQUETA AYMER|6462.790264274402|1
CONGREGACION SALESIANA|LOYOLA|21323.945976296225|1
CONGREGACION SALESIANA|SALESIANOS ATOCHA|21323.945976296225|1
CONGREGRACION DE LOS PADRES MERCEDARIOS|NUESTRA SEÑORA DE LOS ANGELES|0.0|1
CONOCIMIENTO Y FORMACION, S.A.|PATROCINIO DE SAN JOSE|0.0|1
CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS|CONSEJO SUP.INVESTIGACIONES CIENTIFICAS|0.0|1
CONSUELO CEREZO LOZANO|LA ABEJA MAYA|0.0|1
COOP. DE ENSEÑANZA JOSE RAMON OTERO, SDAD. COOP. MADRILEÑA|JOSE RAMON OTERO|0.0|1
COOP.DE ENSEÑANZA S.ANDRES Y STA.BARBARA,SDAD.COOP.MADRILEÑA|SANTA BARBARA|0.0|1
CORPORACION DE RADIO Y TELEVISION ESPAÑOLA, S.A.|INSTITUTO RADIO TELEVISION ESPAÑOLA (INSTITUTO RTVE)|0.0|1
COSABER, SDAD. COOP. MADRILEÑA|BERNADETTE|0.0|1
COSSIO, SDAD. COOP. MADRILEÑA|MANUEL BARTOLOME COSSIO|0.0|1
COVILU INVESTIGACIONES PEDAGOGICAS, S. L.|AFUERA III B|0.0|1
COVILU INVESTIGACIONES PEDAGOGICAS, S.L.|AFUERA III A|0.0|1
CRISTINA GADEA CIRIA|MAFALDA|0.0|1
CRISTINA JIMENEZ HIDALGO|SUECIA GARDEN|0.0|1
CUATRO PECAS ESCUELA INFANTIL, S.L. UNIPERSONAL|BAMBI Y TAMBOR|0.0|1
CUCUTRAS, S.L.|CUCUTRAS|0.0|1
CULTURAL ESNODA, S.L.|MININANOS|0.0|1
DAFNE SDAD. COOP. MADRILEÑA|LOS NARANJOS|0.0|1
DEGAMARTIN, S.L.|PEQUEÑECES|0.0|1
DEHESA DEL PRINCIPE, SDAD. LTDA.|EL PRINCIPE|0.0|1
DELPHOS-COFA S.L.|DELPHOS|0.0|1
DENENES, SOCIEDAD COOPERATIVA MADRILEÑA|DENENES|0.0|1
DICENDO, S.L.|HISPANO ALEMAN|0.0|1
DIOCESIS DE GETAFE|SEMINARIO ARZOBISPAL LA INMACULADA Y SAN DAMASO|0.0|1
DISNAL, S.A.|CABAS|0.0|1
DOLORES AGUILA RUIZ|INTERMEZZO|0.0|1
DOMINGO GUIJORRO CARRASCO|LA CIGÜEÑA|0.0|1
DON PITUFO, S.L.|PARQUE BABY ALCALA|0.0|1
DOS HERMANAS NUEVO CENTRO, S.L.|DOS HERMANAS|0.0|1
Dª VIRGINIA CORROCHANO PEDRAZA|MARGAL|0.0|1
EBET EDUCACION, S.L.|EL VALLE|0.0|1
EDIS INFANTIL, S.L. UNIPERSONAL|COCOLAN CVE|0.0|1
EDUCACHACON, S.L.|JUAN XXIII|0.0|1
EDUCACION EN VALORES, S.L.|SANTO ANGEL|0.0|1
EDUCACION GENERAL Y ARTES, S.A.|LAUDE FONTENEBRO SCHOOL|0.0|1
EDUCACION INFANTIL LEONOR, S.L.|MI CASITA|0.0|1
EDUCACION INFANTIL MI COLE, S.L.|MI COLE|0.0|1
EDUCACION Y PROGRESO, S.A.|AGORA INTERNATIONAL SCHOOL MADRID|0.0|1
EDUCACIONALCE, S.L.|ALCE|0.0|1
EDUCAMUNDO INFANTIL, S.L.|EDUCAMUNDO|0.0|1
EDUCANDO JUNTOS, S.L.|EDUCANDO PITUFOS|0.0|1
EDUCATIONAL INVESTMENT, S.L.|SAN MIGUEL II|0.0|1
EDUCRIS PROYECT, S.L. UNIPERSONAL|CHIQUILIN|0.0|1
EIYAKI, S.L.|YAKI|0.0|1
EL ARCA DE MINELI, S.L.|PUZZLE|0.0|1
EL CHOVO, S.L.|EL CHOVO|0.0|1
EL MARAVILLOSO MUNDO DE LOS  NIÑOS, S.L.|TODO NIÑOS NURSERY SCHOOL (BRITANICO)|0.0|1
EL NIÑO LIBRE, S.L.|KIND FOR KIDS|0.0|1
EL OSITO GESTIÓN DE SERVICIOS EDUCATIVOS, S.L.|EL OSITO DE LUIS DE LARRAINZA|0.0|1
EL PATIO TORRELODONES, S. L. L.|EL PATIO TORRELODONES|0.0|1
EL PEQUEÑO SOCRATES, S.L.|PEQUEÑO SOCRATES|0.0|1
EL PINAR INFANTIL, S.L.|EL PINAR|0.0|1
EL PUNTAL, FORMACION Y TECNICAS ASISTENCIALES,S.L|LOS ANGELITOS|0.0|1
EL SALVADOR, SDAD. COOP. MADRILEÑA|EL SALVADOR|0.0|1
EL TREN DE LOS NIÑOS, S.L.|EL TREN DE LOS NIÑOS|88.36996095959304|1
EL TREN DE LOS NIÑOS, S.L.|EL TREN DE LOS NIÑOS II|88.36996095959304|1
ELAP EDUCACIÓN, S.L.|ESCUELA MONTESSORI MADRID|0.0|1
ELENA GARCIA SCHÖDTER|MI PRIMER COLE 2|0.0|1
ELENA LANILLOS MATESANZ|CHULIN|0.0|1
ELIA GRECIANO BARRADO|COLORES|0.0|1
ELLALUNA SOCIEDAD COOPERATIVA MADRILEÑA DE ENSEÑANZA. S.COOP|ELLALUNA|0.0|1
ELMA LUISA CASAL PEREZ|CASAL|0.0|1
ELMAPAZ DAVILA, S.L.|LOS RENACUAJOS|0.0|1
ELMARMAREL ESCUELAS S.L.|COLEGIO MADRID PINAR|0.0|1
EMBAJADA DE LA REPUBLICA DE IRAK|ESCUELA IRAQUI EN MADRID (IRAQUI)|0.0|1
EMBAJADA DEL JAPON EN ESPAÑA|COLEGIO JAPONES DE MADRID (ALUM. EXTR.)|0.0|1
EMBAJADA LIBIA|ESCUELA DE AL-NAHDA AL-GADIDA DE MADRID (LIBIA, ALUM. EXTR.)|0.0|1
EMMA GARCIA CIFUENTES|LA GUARDERIA|0.0|1
EN2 INNOVACION DE PROYECTOS EDUCATIVOS, S. L.|WISDOM SCHOOL MADRID|0.0|1
ENCARNACION VIEDMA MOLERO|PEQUEÑILANDIA|0.0|1
ENSEÑANTES DE VILLAVERDE, SDAD. COOP. MADRILEÑA|COMUNIDAD INFANTIL DE VILLAVERDE|0.0|1
ENSEÑANZA INFANTIL GARABATOS, S.L.|GARABATOS|0.0|1
ENSEÑANZA Y FORMACION, SDAD. COOP. MADRILEÑA|RETIRO|0.0|1
ENSEÑANZA Y PEDAGOGIA S.A.|NUESTRA SEÑORA DE LA MERCED|0.0|1
ENSEÑANZAS Y PROMOCION S.A.|NUESTRA SEÑORA DE LA VEGA|0.0|1
EPISTEME GALAPAGAR, S.L.|GONDOMAR|0.0|1
EQUIPO DOCENTE VILLAVERDE, SOCIEDAD COOPERATIVA MADRILEÑA|COLEGIO ADDIS|0.0|1
EQUIPO EDUCATIVO MIJACK, S.L.|LUNA LUNERA|0.0|1
ERNESTO ZAMORANO ROMAN|JARDIN DE LAS DELICIAS|0.0|1
ESCLAVAS DE LA SANTISIMA EUCARISTIA|MADRE DE DIOS|0.0|1
ESCOLAR BEASIL, S.L.|SANTA BEATRIZ DE SILVA|0.0|1
ESCOLAR CERVERA, S.A.|SANTA MARIA DEL BOSQUE|0.0|1
ESCUELA DE ARTES DECORATIVAS DE MADRID, S.L.|CENTRO DE ENSEÑANZAS SUPERIORES DE DISEÑO DE INTERIORES DE MADRID|0.0|1
ESCUELA DE MUSICA CREATIVA, S.L.|MUSICA CREATIVA|0.0|1
ESCUELA IINFANTIL REINA DE LOS ANGELES, S.L. UNIPERSONAL|REINA DE LOS ANGELES|0.0|1
ESCUELA INFANTIL ARCO IRIS ABASTOS, S.L.|ARCO IRIS ABASTOS|0.0|1
ESCUELA INFANTIL ARLEQUIN, S.L.|ARLEQUIN|0.0|1
ESCUELA INFANTIL AURORA, S.L.|AURORA|0.0|1
ESCUELA INFANTIL CINCO ESTRELLAS, S.L.|CINCO ESTRELLAS|0.0|1
ESCUELA INFANTIL COSQUILLAS, S.L.|COSQUILLAS II|0.0|1
ESCUELA INFANTIL CUATRO PECAS, S.L.U.|CUATRO PECAS EL CARMEN|0.0|1
ESCUELA INFANTIL EDOA, S.L.|EDOA|0.0|1
ESCUELA INFANTIL EDUKA, S.A.L.|EDUKA, ESCUELA INFANTIL|0.0|1
ESCUELA INFANTIL ESPIRITU SANTO GUARDERIA DE PRIMER CICLO,SL|ESPIRITU SANTO|0.0|1
ESCUELA INFANTIL JUGUETONES, S.L.|JUGUETONES|0.0|1
ESCUELA INFANTIL LOS PECES, S.L.L.|LOS PECES|0.0|1
ESCUELA INFANTIL LOS REMEDIOS, S.L.|CARACOL|0.0|1
ESCUELA INFANTIL MAMA QUECA, S.L.|MAMA QUECA I|0.0|1
ESCUELA INFANTIL MARIA, S. L.|MARIA|0.0|1
ESCUELA INFANTIL MARILUZ Y CARMEN, S.L.|PARQUE DE LISBOA|0.0|1
ESCUELA INFANTIL MUÑECOS, S.L.|MUÑECOS|0.0|1
ESCUELA INFANTIL NACER, S.L.|NACER CENTRO|0.0|1
ESCUELA INFANTIL PELUCHES, S.L.|PELUCHES|0.0|1
ESCUELA INFANTIL PEÑAS ALBAS, S.L.|MONTESSORI PEÑAS ALBAS|0.0|1
ESCUELA INFANTIL SANDY, S.L.|SANDY|0.0|1
ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS, S.A.|ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS|0.0|1
ESCUELA WALDORF DE ARAVACA|PEDAGOGIA WALDORF DE ARAVACA|0.0|1
ESCUELA Y RESIDENCIA INFANTIL PECAS, S.L.|PECAS|0.0|1
ESCUELAS INFANTILES HAPPY TALENT, S.L.|DIVENTIUM|0.0|1
ESCUELAS PIAS PROVINCIA BETANIA|NUESTRA SEÑORA DE LAS ESCUELAS PIAS|7959.312478160409|1
ESCUELAS PIAS PROVINCIA BETANIA|LA INMACULADA-PADRES ESCOLAPIOS|12532.423034872387|0
ESCUELAS PIAS PROVINCIA BETANIA|ESCUELAS PIAS DE SAN FERNANDO|13378.406430700183|0
ESCUELAS PIAS PROVINCIA BETANIA|ESCUELAS PIAS|27559.733137768224|0
ESCUELAS PIAS PROVINCIA DE BETANIA|CALASANCIO NUESTRA SEÑORA DE LAS ESCUELAS PIAS|0.0|1
ESENCO SOCIEDAD COOPERATIVA MADRILEÑA|TRABENCO|0.0|1
ESMABE ESCUELA INFANTIL, S.L.U.|CHIQUIKID|0.0|1
ESPERANZA DE LARA DEL OLMO|LA CASITA|0.0|1
ESTADO FRANCES|LYCEE FRANÇAIS (FRANCES)|0.0|1
ESTADO ITALIANO|SCUOLA STATALE ITALIANA DE MADRID (ITALIANO)|0.0|1
ESTEFANIA ESTUDILLO PARDAL|PLATERO Y YO|0.0|1
ESTER DIAZ ALONSO|SANTA EUGENIA|0.0|1
ESTRELLA AMDAL, S.L.|ANDAL|4436.17946548604|1
ESTRELLA AMDAL, S.L.|ANDAL ALAMEDA|4436.17946548604|1
ESTUDIOS FINANCIEROS VIRIATO S.A.|CENTRO DE ESTUDIOS FINANCIEROS|0.0|1
ESTUDIOS GENERALES S.A.|SANTA MARIA DE LOS ROSALES|0.0|1
EULALIA PAREDES SANTE|LALY|0.0|1
EUROLENGUAS, S.A.|PAX-CASVI|0.0|1
EUROPA VILLAVERDE, SOC.COOP.LDA.|AGRUPACION ESCOLAR EUROPA|0.0|1
EVA GONZALEZ BARTOLOME|LITTLE DUCK|0.0|1
EVA MARIA TEMIÑO GONZALEZ|LA CASITA DE ALEJANDRA|0.0|1
FEDERACION DE FUTBOL DE MADRID|CENTRO DE FORMACION DE TECNICOS DEPORTIVOS DE LA REAL FEDERACION DE FUTBOL DE MADRID Y GSD|0.0|1
FERNANDEZ ARENAS MIRASOL, S.L.|MIRASOL|0.0|1
FISBIS EDUCACION, S.L.|WOODY|0.0|1
FLORENCIA ROSA RUBIO MERINO|GUIÑOL|0.0|1
FOMENTO DE CENTROS DE ENSEÑANZA S.A.|MONTEALTO|0.0|1
FOMENTO DE CENTROS DE ENSEÑANZA, S.A.|FOMENTO-FUNDACION|3750.148967708|1
FOMENTO DE CENTROS DE ENSEÑANZA, S.A.|EL PRADO|4030.2722587933567|0
FOMENTO DE CENTROS DE ENSEÑANZA, S.A.|ALDOVEA|5262.792783304154|0
FOMENTO DE CENTROS DE ENSEÑANZA, S.A.|ALDEAFUENTE|5843.652186774819|0
FOMENTO DE CENTROS DE ENSEÑANZA, S.A.|LOS OLMOS|7905.516496725746|0
FOMENTO DE ENSEÑANZA MEDIA, S.A.|ALAMEDA DE OSUNA|0.0|1
FORMACION, EDUCACION SAN SATURIO SOCIEDAD COOP.  MADRILEÑA|SAN SATURIO|0.0|1
FRANCISCANAS DE LOS SAGRADOS CORAZONES|SAN FRANCISCO DE ASIS|0.0|1
FRANCISCANAS DE NTRA. SRA. DEL BUEN CONSEJO|HOGAR DEL BUEN CONSEJO|0.0|1
FRANCISCANAS DE NTRA.SRA.DEL BUEN CONSEJO|NUESTRA SEÑORA DEL BUEN CONSEJO|0.0|1
FRANCISCO MAYO BAEZA|CERVANTES BABY|0.0|1
FRANCISCO ROCAMORA JARA|DARIO ESTUDIO|0.0|1
FUENTE LA REINA 82, SDAD. COOP. MADRILEÑA|FUENTELARREYNA|0.0|1
FUNDAC. PARA INVESTIGACION Y DESARROLLO DE ESTUDIOS (FIDES)|CENTRO DE ESTUDIOS TECNOLOGICOS Y SOCIALES FRANCISCO DE VITORIA|0.0|1
FUNDACION ADEMO|ADEMO|0.0|1
FUNDACION ARENALES|CAMBRILS|6436.159433233456|1
FUNDACION ARENALES|LA INMACULADA|6436.159433233456|1
FUNDACION AUCAVI|AUCAVI|0.0|1
FUNDACION BENEFICO-DOCENTE CASA DE LA VIRGEN|CASA DE LA VIRGEN|0.0|1
FUNDACION BENEFICO-DOCENTE CIUDAD DE LOS MUCHACHOS|CIUDAD DE LOS MUCHACHOS|0.0|1
FUNDACION BENEFICO-DOCENTE COLEGIO BERRIZ|FUNDACION COLEGIO BERRIZ|0.0|1
FUNDACION BENEFICO-DOCENTE SANTA ELENA|SANTA ELENA|0.0|1
FUNDACION BOBATH|CENTRO BOBATH ESPAÑA|0.0|1
FUNDACION CARMEN PARDO VALCARCE|COLEGIO A LA PAR|0.0|1
FUNDACION COLEGIO NUEVO EQUIPO|COLEGIO NUEVO EQUIPO|0.0|1
FUNDACION DALES LA PALABRA|TRES OLIVOS|0.0|1
FUNDACION DE SANTAMARCA Y DE SAN RAMON Y SAN ANTONIO (FSRA)|FUNDACION SANTAMARCA|213.41274563624359|1
FUNDACION DE SANTAMARCA Y DE SAN RAMON Y SAN ANTONIO (FSRA)|SAN RAMON Y SAN ANTONIO|213.41274563624359|1
FUNDACION DOLORES SOPEÑA|CENTRO DE FORMACION Y CAPACITACION SOPEÑA MADRID|0.0|1
FUNDACION EDUCACION CATOLICA|FEC SANTA JOAQUINA DE VEDRUNA|5300.876416006856|1
FUNDACION EDUCACION CATOLICA|COLEGIO DE JESUS|7848.013832245162|0
FUNDACION EDUCACION CATOLICA|LUZ CASANOVA|8830.600363382864|0
FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO|SANTA MARIA|2580.6240645433036|1
FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO|SANTA MARIA DEL PILAR|3235.019252261105|0
FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO|SANTA ANA Y SAN RAFAEL|4299.394732110556|0
FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO|AMOROS|5227.7208764910165|0
FUNDACION EDUCACION Y EVANGELIO|LA MILAGROSA|3492.291497892179|1
FUNDACION EDUCACION Y EVANGELIO|CORAZON INMACULADO|3882.5383328758003|0
FUNDACION EDUCACION Y EVANGELIO|BLANCA DE CASTILLA|4856.0230545426775|0
FUNDACION EDUCACION Y EVANGELIO|LUZ CASANOVA EMBAJADORES|5453.836783059243|0
FUNDACION EDUCACION Y EVANGELIO|VIRGEN MILAGROSA|6072.297436411527|0
FUNDACION EDUCACION Y EVANGELIO|LUZ CASANOVA|7104.59185360074|0
FUNDACION EDUCACION Y EVANGELIO|SANTA LUISA|8241.654803875857|0
FUNDACION EDUCACION Y EVANGELIO|SANTA MARIA DE LA PROVIDENCIA|24538.80763008362|0
FUNDACION EDUCATIVA ACI|SAGRADO CORAZON DE JESUS|3287.2849739564717|1
FUNDACION EDUCATIVA ACI|SANTA RAFAELA MARIA|3287.2849739564717|1
FUNDACION EDUCATIVA DOCTRINA CRISTIANA|DIVINO CORAZON|0.0|1
FUNDACION EDUCATIVA FRANCISCANAS ANA MOGAS|DIVINA PASTORA|1285.1288305501362|1
FUNDACION EDUCATIVA FRANCISCANAS ANA MOGAS|SAGRADO CORAZON|5707.275746312285|0
FUNDACION EDUCATIVA FRANCISCANAS ANA MOGAS|SAN JOSE|5979.52373614413|0
FUNDACION EDUCATIVA FRANCISCANAS DE LA INMACULADA|LA PURISIMA|0.0|1
FUNDACION EDUCATIVA FRANCISCANAS DE LA INMACULADA|LA PURISIMA|0.0|1
FUNDACION EDUCATIVA FRANCISCANAS DE MONTPELLIER|MONTPELLIER|3758.7946538750957|1
FUNDACION EDUCATIVA FRANCISCANAS DE MONTPELLIER|NUESTRA SEÑORA DEL SAGRADO CORAZON|3758.7946538750957|1
FUNDACION EDUCATIVA FRANCISCO COLL|LA ANUNCIATA|4991.570018541261|1
FUNDACION EDUCATIVA FRANCISCO COLL|SANTA CATALINA DE SENA|4991.570018541261|1
FUNDACION EDUCATIVA JESUITINAS|MATER PURISSIMA|1899.0468369389223|1
FUNDACION EDUCATIVA JESUITINAS|MARIA REINA|4087.727553978251|0
FUNDACION EDUCATIVA JESUITINAS|MARIA VIRGEN|5978.0282609646965|0
FUNDACION EDUCATIVA MARIANISTA DOMINGO LAZARO|NUESTRA SEÑORA DEL PILAR|0.0|1
FUNDACION EDUCATIVA SAN JOSE DE CLUNY|SAN JOSE DE CLUNY|0.0|1
FUNDACION EDUCATIVA SANTISIMA TRINIDAD|SAN JUAN GARCIA|3295.4193966777584|1
FUNDACION EDUCATIVA SANTISIMA TRINIDAD|SANTISIMA TRINIDAD|3295.4193966777584|1
FUNDACION EDUCATIVA SANTO DOMINGO|SAN JOSE|5627.569315988031|1
FUNDACION EDUCATIVA SANTO DOMINGO|VIRGEN DE ATOCHA|6848.183785227292|0
FUNDACION EDUCATIVA SANTO DOMINGO|COLEGIO NUESTRA SEÑORA DE LORETO FESD|9348.174148262857|0
FUNDACION EDUCATIVA SANTO DOMINGO|SANTA MARIA DEL YERMO|11130.021907267299|0
FUNDACION EDUCATIVA SANTO DOMINGO|SAGRADA FAMILIA|11450.23000451301|0
FUNDACION EDUCATIVA SANTO DOMINGO|SANTO DOMINGO|11628.288928567694|0
FUNDACION EDUCATIVA SANTO DOMINGO|STELLA MARIS|11667.800645633692|0
FUNDACION EDUCATIVA SANTO DOMINGO|SAGRADA FAMILIA|34833.062356850714|0
FUNDACION EDUCATIVA SOFIA BARAT|SAGRADO CORAZON|2876.848970662172|1
FUNDACION EDUCATIVA SOFIA BARAT|SAGRADO CORAZON DE JESUS|2876.848970662172|1
FUNDACION ESCOLAPIAS MONTAL|LA INMACULADA|5997.527000772902|1
FUNDACION ESCOLAPIAS MONTAL|NUESTRA SEÑORA DE LAS ESCUELAS PIAS|15582.079021266707|0
FUNDACION ESCOLAPIAS MONTAL|CALASANZ|30587.082962011922|0
FUNDACION ESCOLAPIAS MONTAL|REGINA ASSUMPTA|37548.05844015107|0
FUNDACION ESCUELA TERESIANA|JESUS MAESTRO|0.0|1
FUNDACION ESCUELAS FELICIANA VIERTOLA|BEATA FILIPINA-FUND.FELICIANA VIERTOLA|0.0|1
FUNDACION ESTUDIO|ESTUDIO|0.0|1
FUNDACION FEDERICO FLIEDNER|EL PORVENIR|0.0|1
FUNDACION GIL GAYARRE|GIL GAYARRE|0.0|1
FUNDACION GOTZE. INSTITUTO MEDICO PEDAGOGICO|FUNDACION GÖTZE|0.0|1
FUNDACION HOGAR DEL EMPLEADO|LOURDES|4050.709598329656|1
FUNDACION HOGAR DEL EMPLEADO|MONTSERRAT|4050.709598329656|1
FUNDACION HOSPITAL DE SAN SALVADOR|SAN FRANCISCO DE ASIS|0.0|1
FUNDACION IBEROAMERICANA DE CIENCIAS SOCIALES Y DE LA SALUD|ESCUELA DE CIENCIAS SOCIALES Y DE LA SALUD|0.0|1
FUNDACION INSTITUTO SAN JOSE|INSTITUTO SAN JOSE|0.0|1
FUNDACION INTERNACIONAL DE EDUCACION|COLEGIO INTERNACIONAL J.H. NEWMAN|0.0|1
FUNDACION JOSE MARIA DE LLANOS|BORJA|294.978389038926|1
FUNDACION JOSE MARIA DE LLANOS|PRIMERO DE MAYO|294.978389038926|1
FUNDACION MAESTRO|ARCANGEL|0.0|1
FUNDACION MATER AMABILIS|MATER AMABILIS|0.0|1
FUNDACION OBRA SOCIAL SOR ROSALIA RENDU|CATALINA LABOURE|0.0|1
FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID|PADRE PIQUER|4782.130792858301|1
FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID|JAVIER GARCIA PITA|5303.581650167845|0
FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID|ALFREDO LOPEZ|5312.8703277982495|0
FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID|CONDE DE ELDA|5407.42059766058|0
FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID|ADELA ABRINES CASTAÑOS|9156.805584918595|0
FUNDACION PIA AUTONOMA COLEGIO DIOCESANO CRISTO DE LA GUIA|COLEGIO DIOCESANO CRISTO DE LA GUIA|0.0|1
FUNDACION PIA AUTONOMA CONGREG. MARIANAS,INMACULADA Y S.JOSE|COLEGIO DIOCESANO MARIA INMACULADA - MOGAMBO|2873.2109215997352|1
