centro_titular|centro_nombre|distancia|centro_educativo_centrico
COMUNIDAD DE MADRID|FRANCISCO RUANO|4551.889508706906|0
COMUNIDAD DE MADRID|EL MADROÑO|4565.811409046463|0
COMUNIDAD DE MADRID|NUMANCIA|4565.811409046463|0
COMUNIDAD DE MADRID|PAN BENDITO|4582.822099027508|0
COMUNIDAD DE MADRID|PUERTA BONITA|4597.449388165362|0
COMUNIDAD DE MADRID|PUERTA BONITA|4597.449388165362|0
COMUNIDAD DE MADRID|REAL CONSERVATORIO PROFESIONAL DE DANZA MARIEMMA|4601.319482626342|0
COMUNIDAD DE MADRID|SAN JUAN BOSCO|4648.819727447992|0
COMUNIDAD DE MADRID|VALLECAS-MAGERIT|4661.121601927529|0
COMUNIDAD DE MADRID|CAPITAN CORTES|4662.7791582802465|0
COMUNIDAD DE MADRID|EDUARDO ROJO|4668.139312093262|0
COMUNIDAD DE MADRID|CARLOS MARIA RODRIGUEZ DE VALCARCEL|4703.184258904742|0
COMUNIDAD DE MADRID|SAN FERMIN|4738.215800162279|0
COMUNIDAD DE MADRID|LOS TITERES|4772.594449881526|0
COMUNIDAD DE MADRID|FRANCISCO DE GOYA|4774.715608062899|0
COMUNIDAD DE MADRID|ENRIQUE TIERNO GALVAN|4786.410216756424|0
COMUNIDAD DE MADRID|LOS GIRASOLES|4787.65526164865|0
COMUNIDAD DE MADRID|REPUBLICA DE COLOMBIA|4789.506540161243|0
COMUNIDAD DE MADRID|MANUEL SAINZ DE VICUÑA|4809.125034630384|0
COMUNIDAD DE MADRID|ITURRALDE|4812.707950502966|0
COMUNIDAD DE MADRID|MARIANO JOSE DE LARRA|4826.940990767889|0
COMUNIDAD DE MADRID|LEOPOLDO ALAS|4841.800694083604|0
COMUNIDAD DE MADRID|ORCASITAS|4852.285568285183|0
COMUNIDAD DE MADRID|JUAN DE VILLANUEVA|4852.579585543967|0
COMUNIDAD DE MADRID|GLORIA FUERTES|4875.505635246687|0
COMUNIDAD DE MADRID|IGNACIO ZULOAGA|4890.776571228553|0
COMUNIDAD DE MADRID|REPUBLICA DEL BRASIL|4901.257426478688|0
COMUNIDAD DE MADRID|REPUBLICA DEL BRASIL|4901.257426478688|0
COMUNIDAD DE MADRID|ALBAICIN|4906.592057651942|0
COMUNIDAD DE MADRID|GINER DE LOS RIOS|4939.265279722258|0
COMUNIDAD DE MADRID|GINER DE LOS RIOS|4939.265279722258|0
COMUNIDAD DE MADRID|CULTURAL MORATALAZ|4951.406515368028|0
COMUNIDAD DE MADRID|PADRE MARIANA|4953.581508518283|0
COMUNIDAD DE MADRID|CARRICOCHE|4966.240442864413|0
COMUNIDAD DE MADRID|REY PASTOR|4969.027417495385|0
COMUNIDAD DE MADRID|ARCIPRESTE DE HITA|4976.603086517497|0
COMUNIDAD DE MADRID|PASAMONTE|4977.955792196438|0
COMUNIDAD DE MADRID|DAOIZ Y VELARDE|4989.772536636447|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-VILLAVERDE|4989.772536636447|0
COMUNIDAD DE MADRID|JAIME VERA|4999.951644737057|0
COMUNIDAD DE MADRID|VIRGEN DE AFRICA|5028.98552689674|0
COMUNIDAD DE MADRID|GUSTAVO ADOLFO BECQUER|5049.23765759009|0
COMUNIDAD DE MADRID|CUBA|5050.113893372705|0
COMUNIDAD DE MADRID|PUERTO RICO|5058.109717586608|0
COMUNIDAD DE MADRID|EL PILAR|5070.52045895384|0
COMUNIDAD DE MADRID|ENTREVIAS|5072.0123800466845|0
COMUNIDAD DE MADRID|LOS ANGELES|5116.7090681222135|0
COMUNIDAD DE MADRID|TIRSO DE MOLINA|5119.731504990626|0
COMUNIDAD DE MADRID|COSTA RICA|5146.523206927745|0
COMUNIDAD DE MADRID|PARQUE ALUCHE|5162.74132470391|0
COMUNIDAD DE MADRID|ALUCHE|5178.233079837489|0
COMUNIDAD DE MADRID|EL MADROÑAL|5196.559747423216|0
COMUNIDAD DE MADRID|CLARA DEL REY|5201.7341679934225|0
COMUNIDAD DE MADRID|CARLOS V|5206.248724661676|0
COMUNIDAD DE MADRID|SALVADOR DALÍ|5207.749401528876|0
COMUNIDAD DE MADRID|VIRGEN DE LA PALOMA|5222.801270413342|0
COMUNIDAD DE MADRID|VIRGEN DEL CERRO|5223.183882371134|0
COMUNIDAD DE MADRID|JAVIER DE MIGUEL|5231.427443921224|0
COMUNIDAD DE MADRID|ESCUELAS BOSQUE|5231.915598286074|0
COMUNIDAD DE MADRID|SAN PABLO|5300.27823295985|0
COMUNIDAD DE MADRID|REAL ARMADA|5312.6941416423415|0
COMUNIDAD DE MADRID|PALOMERAS BAJAS|5330.589845361947|0
COMUNIDAD DE MADRID|BLAS DE OTERO|5391.642271911516|0
COMUNIDAD DE MADRID|LA LATINA|5391.642271911516|0
COMUNIDAD DE MADRID|SIERRA PALOMERAS|5402.560216994119|0
COMUNIDAD DE MADRID|RETAMAR|5402.603053373223|0
COMUNIDAD DE MADRID|PARQUE EUGENIA DE MONTIJO|5416.2523828940975|0
COMUNIDAD DE MADRID|PADRE POVEDA|5418.310664674467|0
COMUNIDAD DE MADRID|DOCTOR CONDE ARRUGA|5424.644758309471|0
COMUNIDAD DE MADRID|PARQUE ALUCHE|5441.794774406497|0
COMUNIDAD DE MADRID|POZO DEL TIO RAIMUNDO|5444.888218256356|0
COMUNIDAD DE MADRID|HERMANOS PINZON|5494.926478650558|0
COMUNIDAD DE MADRID|JOAQUIN TURINA|5512.2998231814245|0
COMUNIDAD DE MADRID|MANUEL NUÑEZ DE ARENAS|5518.315021270223|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA CONCEPCION|5538.4652208624875|0
COMUNIDAD DE MADRID|GARCIA MORENTE|5561.244405487948|0
COMUNIDAD DE MADRID|JOSE ORTEGA Y GASSET|5568.62038842244|0
COMUNIDAD DE MADRID|REPUBLICA DOMINICANA|5574.304370473831|0
COMUNIDAD DE MADRID|CIUDAD DE CORDOBA|5580.6320616039975|0
COMUNIDAD DE MADRID|SANTAMARCA|5587.269201102799|0
COMUNIDAD DE MADRID|SANTO DOMINGO|5629.2240158955465|0
COMUNIDAD DE MADRID|MESONERO ROMANOS|5654.948235797835|0
COMUNIDAD DE MADRID|JUAN RAMON JIMENEZ|5658.206977555795|0
COMUNIDAD DE MADRID|AGUSTINA DIEZ|5702.964166180224|0
COMUNIDAD DE MADRID|SAN JUAN DE LA CRUZ|5703.931984796942|0
COMUNIDAD DE MADRID|MENENDEZ PIDAL|5707.282471416621|0
COMUNIDAD DE MADRID|TIERRUCA|5734.0642262786805|0
COMUNIDAD DE MADRID|EL ESPINILLO|5750.799165830094|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA ALMUDENA|5770.705764294813|0
COMUNIDAD DE MADRID|MADRID-SUR|5823.482561493823|0
COMUNIDAD DE MADRID|EL ESPINILLO|5836.948243199691|0
COMUNIDAD DE MADRID|DANIEL VAZQUEZ DIAZ|5842.4733361134|0
COMUNIDAD DE MADRID|DANIEL VAZQUEZ DIAZ|5842.4733361134|0
COMUNIDAD DE MADRID|MEJICO|5857.938550338267|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-CIUDAD LINEAL|5879.791989638173|0
COMUNIDAD DE MADRID|MADRID-SUR|5894.774089648033|0
COMUNIDAD DE MADRID|SAN JUAN BAUTISTA|5906.167713591916|0
COMUNIDAD DE MADRID|INFANTA ELENA|5918.059623669635|0
COMUNIDAD DE MADRID|PIO BAROJA|5979.811108139707|0
COMUNIDAD DE MADRID|LOS DELFINES|5988.696174125782|0
COMUNIDAD DE MADRID|PETIRROJO|6000.274531962938|0
COMUNIDAD DE MADRID|SAN JUAN BAUTISTA|6008.588155828269|0
COMUNIDAD DE MADRID|BARCELONA|6060.159897202367|0
COMUNIDAD DE MADRID|CARMEN AMAYA|6060.793881521087|0
COMUNIDAD DE MADRID|VICTORIA DE LOS ANGELES|6060.793881521087|0
COMUNIDAD DE MADRID|GANDHI|6080.6192092066285|0
COMUNIDAD DE MADRID|CONCHA ESPINA|6081.125370166181|0
COMUNIDAD DE MADRID|EL ESPINILLO|6087.00930033488|0
COMUNIDAD DE MADRID|CONDE DE ROMANONES|6109.7434258140365|0
COMUNIDAD DE MADRID|ALFAR|6126.000874713251|0
COMUNIDAD DE MADRID|LEONARDO DA VINCI|6139.15787076283|0
COMUNIDAD DE MADRID|PIO XII|6150.19239252481|0
COMUNIDAD DE MADRID|SAN BENITO|6182.705318958304|0
COMUNIDAD DE MADRID|TETUAN|6212.736689388609|0
COMUNIDAD DE MADRID|GAIA|6217.345825701966|0
COMUNIDAD DE MADRID|CIUDAD DE LOS POETAS|6218.131273106602|0
COMUNIDAD DE MADRID|MARTINEZ MONTAÑES|6230.304351184283|0
COMUNIDAD DE MADRID|VILLAVERDE|6264.737547724702|0
COMUNIDAD DE MADRID|ARAGON|6267.494686704033|0
COMUNIDAD DE MADRID|ASTURIAS|6332.916659115599|0
COMUNIDAD DE MADRID|ARTURO SORIA|6340.586724458888|0
COMUNIDAD DE MADRID|LEPANTO|6341.222226454872|0
COMUNIDAD DE MADRID|ROSA|6341.672368648177|0
COMUNIDAD DE MADRID|CIUDAD DE LOS ANGELES|6362.432796884153|0
COMUNIDAD DE MADRID|EUGENIO MARIA DE HOSTOS|6372.595869652494|0
COMUNIDAD DE MADRID|LOS COMPAÑEROS|6374.555424847533|0
COMUNIDAD DE MADRID|LAS MARAVILLAS|6378.6253651984725|0
COMUNIDAD DE MADRID|FELIPE II|6383.1595765226975|0
COMUNIDAD DE MADRID|CID CAMPEADOR|6407.4910694081855|0
COMUNIDAD DE MADRID|CID CAMPEADOR LAS AGUILAS - CUATRO VIENTOS|6407.4910694081855|0
COMUNIDAD DE MADRID|EL ENCINAR|6415.406324975199|0
COMUNIDAD DE MADRID|LOS GORRIONES|6416.2990141956525|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-MORATALAZ|6423.749006910016|0
COMUNIDAD DE MADRID|JUANA DE CASTILLA|6423.749006910016|0
COMUNIDAD DE MADRID|DOCTOR TOLOSA LATOUR|6427.430567743422|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|6452.11714342681|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|6465.480344185097|0
COMUNIDAD DE MADRID|CARLOS SAINZ DE LOS TERREROS|6482.762678034863|0
COMUNIDAD DE MADRID|LA RIOJA|6495.090408720144|0
COMUNIDAD DE MADRID|MANUEL BARTOLOME COSSIO|6498.033003898413|0
COMUNIDAD DE MADRID|FONTARRON|6503.774713577913|0
COMUNIDAD DE MADRID|GONZALO FERNANDEZ DE CORDOBA|6516.445694992809|0
COMUNIDAD DE MADRID|BARRIO DE BILBAO|6523.829689912152|0
COMUNIDAD DE MADRID|ZALEO|6530.766857199933|0
COMUNIDAD DE MADRID|ANTONIO DOMINGUEZ ORTIZ|6569.14402754438|0
COMUNIDAD DE MADRID|CIUDAD LINEAL|6578.884938454617|0
COMUNIDAD DE MADRID|MIGUEL BLASCO VILATELA|6578.884938454617|0
COMUNIDAD DE MADRID|JUAN DE LA CIERVA|6582.699560474348|0
COMUNIDAD DE MADRID|LA PLAZUELA|6596.994324532342|0
COMUNIDAD DE MADRID|ISAAC ALBENIZ|6613.699690928112|0
COMUNIDAD DE MADRID|CIUDAD DE LOS ÁNGELES|6663.880276468557|0
COMUNIDAD DE MADRID|ARQUITECTO GAUDI|6686.95262563231|0
COMUNIDAD DE MADRID|LOS ANGELES|6739.458809556871|0
COMUNIDAD DE MADRID|TETUAN DE LAS VICTORIAS|6790.798884607313|0
COMUNIDAD DE MADRID|FELIPE II|6790.979681643793|0
COMUNIDAD DE MADRID|LOS ROSALES|6799.235682485813|0
COMUNIDAD DE MADRID|JOSE LUIS SAMPEDRO|6800.229851627283|0
COMUNIDAD DE MADRID|ISAAC NEWTON|6863.425397834881|0
COMUNIDAD DE MADRID|CRISTOBAL COLON|6872.6467148780785|0
COMUNIDAD DE MADRID|CARMEN CABEZUELO|6880.957779798739|0
COMUNIDAD DE MADRID|GREGORIO MARAÑON|6887.690410443021|0
COMUNIDAD DE MADRID|ALCALDE DE MOSTOLES|6888.7416454231625|0
COMUNIDAD DE MADRID|ROSA LUXEMBURGO|6907.248732444742|0
COMUNIDAD DE MADRID|CIUDAD DE BADAJOZ|6910.536572625634|0
COMUNIDAD DE MADRID|ANTONIO DE NEBRIJA|6934.892158166886|0
COMUNIDAD DE MADRID|LUIS DE GONGORA|6938.139912476622|0
COMUNIDAD DE MADRID|VILLAVERDE|6963.518045355038|0
COMUNIDAD DE MADRID|JORGE GUILLEN|6992.451271739476|0
COMUNIDAD DE MADRID|BREOGAN|7000.720635361698|0
COMUNIDAD DE MADRID|LUIS CERNUDA|7030.216890104126|0
COMUNIDAD DE MADRID|REPUBLICA DE EL SALVADOR|7035.650940154902|0
COMUNIDAD DE MADRID|PALOMERAS VALLECAS|7067.919541368225|0
COMUNIDAD DE MADRID|EL SUR|7083.931171094365|0
COMUNIDAD DE MADRID|LOS ALMENDROS|7091.609033441818|0
COMUNIDAD DE MADRID|LAS ROSAS|7099.340249388608|0
COMUNIDAD DE MADRID|BARRIO SIMANCAS|7130.4048625215555|0
COMUNIDAD DE MADRID|REPUBLICA DE CHILE|7134.9948383805295|0
COMUNIDAD DE MADRID|CELESTINO MUTIS|7145.90043502417|0
COMUNIDAD DE MADRID|FRANCISCO DE QUEVEDO|7206.48250212224|0
COMUNIDAD DE MADRID|LOS ROSALES|7211.134764234713|0
COMUNIDAD DE MADRID|MARIA SORIANO|7235.092574199256|0
COMUNIDAD DE MADRID|CAMILO JOSE CELA|7266.839034240115|0
COMUNIDAD DE MADRID|SAN ROQUE|7278.428490933455|0
COMUNIDAD DE MADRID|MARIA DE MOLINA|7328.973301912918|0
COMUNIDAD DE MADRID|MANUEL DE FALLA|7334.64321209859|0
COMUNIDAD DE MADRID|CONDE DE ORGAZ|7340.180425374514|0
COMUNIDAD DE MADRID|DAMASO ALONSO|7365.794857403322|0
COMUNIDAD DE MADRID|PINAR DE SAN JOSE|7367.250868477098|0
COMUNIDAD DE MADRID|FRANCISCO TOMAS Y VALIENTE|7418.333385351579|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-VALDEZARZA|7420.066466879163|0
COMUNIDAD DE MADRID|ESPERANZA|7468.961530166666|0
COMUNIDAD DE MADRID|VALDEBERNARDO|7472.636545507773|0
COMUNIDAD DE MADRID|JOVELLANOS|7484.902813472349|0
COMUNIDAD DE MADRID|MARIA MOLINER|7532.191110961156|0
COMUNIDAD DE MADRID|COMPLEJO ESCOLAR PRINCIPE FELIPE|7555.236754458151|0
COMUNIDAD DE MADRID|VALDEBERNARDO|7562.634767179348|0
COMUNIDAD DE MADRID|COLORIN COLORADO|7562.847704744722|0
COMUNIDAD DE MADRID|PABLO GUZMAN|7570.209994993235|0
COMUNIDAD DE MADRID|PRINCIPE FELIPE|7583.532550185625|0
COMUNIDAD DE MADRID|E.O.I. DE MADRID-SAN BLAS|7601.679954066378|0
COMUNIDAD DE MADRID|NUESTRA SEÑORA DE LA LUZ|7611.645004968134|0
COMUNIDAD DE MADRID|GERARDO DIEGO|7644.755465489278|0
COMUNIDAD DE MADRID|BRAVO MURILLO|7656.660317511725|0
COMUNIDAD DE MADRID|BRAVO MURILLO|7659.164713310687|0
COMUNIDAD DE MADRID|SAN CARLOS|7660.991550528112|0
COMUNIDAD DE MADRID|EL GRECO|7711.701104050612|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA LA PAZ|7723.6243679708305|0
COMUNIDAD DE MADRID|NAVAS DE TOLOSA|7729.480060804951|0
COMUNIDAD DE MADRID|MARQUES DE SUANZES|7730.796668036166|0
COMUNIDAD DE MADRID|MARQUES DE SUANZES|7751.637439501855|0
COMUNIDAD DE MADRID|REPUBLICA DE PANAMA Nº 1|7753.001618694341|0
COMUNIDAD DE MADRID|RAMON MARIA DEL VALLE INCLAN|7788.414714077787|0
COMUNIDAD DE MADRID|CARDENAL HERRERA ORIA|7793.301962906345|0
COMUNIDAD DE MADRID|CARDENAL HERRERA ORIA|7793.301962906345|0
COMUNIDAD DE MADRID|JOAQUÍN RODRIGO|7860.873774515281|0
COMUNIDAD DE MADRID|SAN CRISTOBAL DE LOS ANGELES|7861.133783015482|0
COMUNIDAD DE MADRID|AZORIN|7874.652116643244|0
COMUNIDAD DE MADRID|DOCTOR SEVERO OCHOA|7883.822206185225|0
COMUNIDAD DE MADRID|RABINDRANATH TAGORE|7906.073915667714|0
COMUNIDAD DE MADRID|CARLOS III|7932.894958272514|0
COMUNIDAD DE MADRID|PINAR DEL REY|7933.186381717432|0
COMUNIDAD DE MADRID|ALHAMBRA|7946.945454479257|0
COMUNIDAD DE MADRID|GÓMEZ MORENO|8008.807334988795|0
COMUNIDAD DE MADRID|PIRUETAS|8051.348445777857|0
COMUNIDAD DE MADRID|SAN BLAS|8062.659198610176|0
COMUNIDAD DE MADRID|LORENZO LUZURIAGA|8100.052525171622|0
COMUNIDAD DE MADRID|VILLA DE VALLECAS|8103.952513947964|0
COMUNIDAD DE MADRID|SAGUNTO|8107.1522888528225|0
COMUNIDAD DE MADRID|EL SOL|8135.89187321189|0
COMUNIDAD DE MADRID|EL QUIJOTE|8161.014434131289|0
COMUNIDAD DE MADRID|RAMON GOMEZ DE LA SERNA|8171.410508037932|0
COMUNIDAD DE MADRID|PABLO PICASSO|8209.07067123596|0
COMUNIDAD DE MADRID|HONDURAS|8239.100372269397|0
COMUNIDAD DE MADRID|ARTURO SORIA|8248.26939207869|0
COMUNIDAD DE MADRID|CAPITAL-3, SAN MIGUEL|8276.348096644835|0
COMUNIDAD DE MADRID|SAN MIGUEL|8276.348096644835|0
COMUNIDAD DE MADRID|SAN MIGUEL|8276.348096644835|0
COMUNIDAD DE MADRID|JOAQUIN TURINA|8313.83203653628|0
COMUNIDAD DE MADRID|DAMASO ALONSO|8315.449979442845|0
COMUNIDAD DE MADRID|ALBERTO ALCOCER|8330.820913070473|0
COMUNIDAD DE MADRID|SAN JOSE OBRERO|8339.164852883321|0
COMUNIDAD DE MADRID|LA PALOMA|8339.177208835816|0
COMUNIDAD DE MADRID|HORTALEZA|8353.334215954832|0
COMUNIDAD DE MADRID|LAS ACACIAS|8363.036781764722|0
COMUNIDAD DE MADRID|AULA HOSPITALARIA RAMON Y CAJAL|8367.748076521944|0
COMUNIDAD DE MADRID|ANTONIO MACHADO|8379.492272851674|0
COMUNIDAD DE MADRID|MENDEZ NUNEZ|8389.520130289307|0
COMUNIDAD DE MADRID|EL CARMEN|8419.324009406108|0
COMUNIDAD DE MADRID|GONZALO DE BERCEO|8452.548388094905|0
COMUNIDAD DE MADRID|PARQUE DE HORTALEZA|8463.690479311383|0
COMUNIDAD DE MADRID|FRANCISCO FATOU|8506.587046932113|0
COMUNIDAD DE MADRID|ARCO IRIS|8525.680740938145|0
COMUNIDAD DE MADRID|MARIANO JOSE DE LARRA|8532.67285121174|0
COMUNIDAD DE MADRID|ORI-ORI|8547.295246741009|0
COMUNIDAD DE MADRID|VICALVARO|8553.770390334716|0
COMUNIDAD DE MADRID|LAS MUSAS|8567.181403612023|0
COMUNIDAD DE MADRID|ISAAC ALBENIZ|8577.247829034284|0
COMUNIDAD DE MADRID|ARAVACA|8578.106015624939|0
COMUNIDAD DE MADRID|PEDRO DUQUE|8605.297134456614|0
COMUNIDAD DE MADRID|EL ROMANCERO|8627.750867959003|0
COMUNIDAD DE MADRID|FEDERICO GARCIA LORCA|8627.750867959003|0
COMUNIDAD DE MADRID|GINER DE LOS RIOS|8628.279218270975|0
COMUNIDAD DE MADRID|LA ALMUDENA|8634.102115486345|0
COMUNIDAD DE MADRID|GARCILASO DE LA VEGA|8634.865246548603|0
COMUNIDAD DE MADRID|RAMON PEREZ DE AYALA|8639.408410220423|0
COMUNIDAD DE MADRID|DULCE CHACON|8658.360457247092|0
COMUNIDAD DE MADRID|VALLECAS|8668.473765879255|0
COMUNIDAD DE MADRID|ROSA CHACEL|8687.30139237538|0
COMUNIDAD DE MADRID|JUAN GRIS|8687.901659161462|0
COMUNIDAD DE MADRID|LA ALDEA|8703.954546156814|0
COMUNIDAD DE MADRID|AGUSTIN RODRIGUEZ SAHAGUN|8731.762359680146|0
COMUNIDAD DE MADRID|PINAR PRADOS DE TORREJON|8732.6361012085|0
COMUNIDAD DE MADRID|PADRE COLOMA|8739.726399627047|0
COMUNIDAD DE MADRID|FILOSOFO SENECA|8742.788933869004|0
COMUNIDAD DE MADRID|PEREZ GALDOS|8755.146865009918|0
COMUNIDAD DE MADRID|BLAS DE OTERO|8757.575740765025|0
COMUNIDAD DE MADRID|MIRASIERRA|8760.35148439841|0
COMUNIDAD DE MADRID|GABRIEL GARCIA MARQUEZ|8777.73059984772|0
COMUNIDAD DE MADRID|LA ALAMEDA|8788.927560472064|0
COMUNIDAD DE MADRID|ALFONSO X EL SABIO|8790.01888042436|0
COMUNIDAD DE MADRID|CANILLEJAS|8790.349985496967|0
COMUNIDAD DE MADRID|LA FORTUNA|8802.49540627598|0
COMUNIDAD DE MADRID|ALFONSO X EL SABIO|8805.171459504485|0
COMUNIDAD DE MADRID|MIRASIERRA|8869.674622325845|0
COMUNIDAD DE MADRID|HORTALEZA-MAR AMARILLO|8871.976998729859|0
COMUNIDAD DE MADRID|POZUELO DE ALARCON|8880.070370387975|0
COMUNIDAD DE MADRID|PARDO BAZAN|8903.71675604213|0
COMUNIDAD DE MADRID|REPUBLICA DEL PARAGUAY|8903.904935878409|0
COMUNIDAD DE MADRID|SALVADOR DALI|8918.065975226466|0
COMUNIDAD DE MADRID|EXTREMADURA|8926.767944767196|0
COMUNIDAD DE MADRID|JULIAN MARIAS|8976.569417549177|0
COMUNIDAD DE MADRID|LUIS DE GONGORA|8999.74223771163|0
COMUNIDAD DE MADRID|E.O.I. DE POZUELO DE ALARCON|9001.301328923037|0
COMUNIDAD DE MADRID|VICALVARO|9002.482015389865|0
COMUNIDAD DE MADRID|LA NORIA|9023.13806595202|0
COMUNIDAD DE MADRID|PIO BAROJA|9036.772377667432|0
COMUNIDAD DE MADRID|VILLABLANCA|9051.186033472808|0
COMUNIDAD DE MADRID|ROSALIA DE CASTRO|9076.242031500447|0
COMUNIDAD DE MADRID|DIVINO MAESTRO|9090.951422578442|0
COMUNIDAD DE MADRID|DIONISIO RIDRUEJO|9103.438491234367|0
COMUNIDAD DE MADRID|VIRGEN DEL CORTIJO|9126.975531265933|0
COMUNIDAD DE MADRID|TRABENCO|9141.009914454582|0
COMUNIDAD DE MADRID|VICTOR PRADERA|9153.834275806916|0
COMUNIDAD DE MADRID|ARQUITECTO PERIDIS|9157.875720346177|0
COMUNIDAD DE MADRID|MIGUEL HERNANDEZ|9160.675244495493|0
COMUNIDAD DE MADRID|SANTA EUGENIA|9162.43072099251|0
COMUNIDAD DE MADRID|RAMON Y CAJAL|9213.184636213135|0
COMUNIDAD DE MADRID|JUAN ZARAGUETA|9223.922817295093|0
COMUNIDAD DE MADRID|EL BELEN|9252.324574499708|0
COMUNIDAD DE MADRID|JOSE BERGAMIN|9254.408483476911|0
COMUNIDAD DE MADRID|SAN NICASIO|9282.41557849998|0
COMUNIDAD DE MADRID|GERARDO DIEGO|9283.080121648407|0
COMUNIDAD DE MADRID|FUENCARRAL|9339.293793611014|0
COMUNIDAD DE MADRID|PRIMERO DE MAYO|9355.281898754245|0
COMUNIDAD DE MADRID|CIUDAD DE VALENCIA|9437.618621202102|0
COMUNIDAD DE MADRID|BUTARQUE|9469.924174247026|0
COMUNIDAD DE MADRID|JACINTO BENAVENTE|9469.924174247026|0
COMUNIDAD DE MADRID|LUIS VIVES|9533.4244663953|0
COMUNIDAD DE MADRID|ANA MARIA MATUTE|9543.952878390755|0
COMUNIDAD DE MADRID|SIGLO XXI|9546.145996994923|0
COMUNIDAD DE MADRID|SAN JUAN DE LA CRUZ|9572.951508060023|0
COMUNIDAD DE MADRID|JULIO VERNE|9607.109108390501|0
COMUNIDAD DE MADRID|JOAN MIRO|9614.413580282282|0
COMUNIDAD DE MADRID|LOS ALAMOS|9654.70270907155|0
COMUNIDAD DE MADRID|ADOLFO SUAREZ|9670.932113600493|0
COMUNIDAD DE MADRID|ABEN HAZAM|9682.211374526538|0
COMUNIDAD DE MADRID|ASUNCION DE NUESTRA SEÑORA|9695.94422777596|0
COMUNIDAD DE MADRID|ANDRES SEGOVIA|9713.597146999185|0
COMUNIDAD DE MADRID|E.O.I. DE LEGANES|9713.597146999185|0
COMUNIDAD DE MADRID|MARIA ZAMBRANO|9727.054526027738|0
COMUNIDAD DE MADRID|INFANTA LEONOR|9769.475716582698|0
COMUNIDAD DE MADRID|JOSE MARIA DE PEREDA|9811.290318109734|0
COMUNIDAD DE MADRID|VASCO NUÑEZ DE BALBOA|9828.605415930595|0
COMUNIDAD DE MADRID|PABLO NERUDA|9833.179400348807|0
COMUNIDAD DE MADRID|CANCIONERO|9846.884375886142|0
COMUNIDAD DE MADRID|PRINCIPES DE ASTURIAS|9854.227409198442|0
COMUNIDAD DE MADRID|SESEÑA Y BENAVENTE|9858.396188283281|0
COMUNIDAD DE MADRID|INFANTA ELENA|9864.825495489908|0
COMUNIDAD DE MADRID|ANTONIO LOPEZ GARCÍA|9931.304217960213|0
COMUNIDAD DE MADRID|CALDERON DE LA BARCA|9945.884910941164|0
COMUNIDAD DE MADRID|PANDORA|9946.149860563335|0
COMUNIDAD DE MADRID|ORTEGA Y GASSET|9970.567322183979|0
COMUNIDAD DE MADRID|CIUDAD PEGASO|9986.127041010499|0
COMUNIDAD DE MADRID|LEPANTO|10038.89729845399|0
COMUNIDAD DE MADRID|CAMILO JOSE CELA|10040.148670324195|0
COMUNIDAD DE MADRID|BARAJAS|10067.208046456068|0
COMUNIDAD DE MADRID|DIRECCION AREA TERRITORIAL MADRID-SUR|10092.910301973547|0
COMUNIDAD DE MADRID|SUR-6, LEGANES|10135.205788535948|0
COMUNIDAD DE MADRID|CASCANUECES|10152.143945005888|0
COMUNIDAD DE MADRID|GABRIEL GARCIA MARQUEZ|10186.804842454083|0
COMUNIDAD DE MADRID|GLORIA  FUERTES|10257.423806545847|0
COMUNIDAD DE MADRID|LEON FELIPE|10261.851062105055|0
COMUNIDAD DE MADRID|JUAN DE AUSTRIA|10316.724508826746|0
COMUNIDAD DE MADRID|MIGUEL DELIBES|10380.363830995393|0
COMUNIDAD DE MADRID|CARMEN CONDE|10381.611068421536|0
COMUNIDAD DE MADRID|EL CUCO|10408.338064743175|0
COMUNIDAD DE MADRID|SANTA MARGARITA MARIA ALACOQUE|10472.234059539765|0
COMUNIDAD DE MADRID|IGNACIO ALDECOA|10526.926262627587|0
COMUNIDAD DE MADRID|LOS CASTILLOS|10571.63160945169|0
COMUNIDAD DE MADRID|CIUDAD DE MADRID|10587.717098847106|0
COMUNIDAD DE MADRID|LA LUNA|10614.851793317603|0
COMUNIDAD DE MADRID|JULIAN BESTEIRO|10645.418106331665|0
COMUNIDAD DE MADRID|LOS CASTILLOS|10694.38066958193|0
COMUNIDAD DE MADRID|ITACA|10696.922025728445|0
COMUNIDAD DE MADRID|GABRIEL GARCIA MARQUEZ|10713.857141098799|0
COMUNIDAD DE MADRID|SUR-11, GETAFE|10713.857141098799|0
COMUNIDAD DE MADRID|MIGUEL DE CERVANTES|10819.238593075008|0
COMUNIDAD DE MADRID|MARQUES DE LEGANES|10946.990759674953|0
COMUNIDAD DE MADRID|LOPE DE VEGA|10965.528939491405|0
COMUNIDAD DE MADRID|JOSE DE CHURRIGUERA|10969.692633957404|0
COMUNIDAD DE MADRID|MARIANA PINEDA|11017.72952353154|0
COMUNIDAD DE MADRID|CONCEPCION ARENAL|11064.081267462861|0
